[2026-04-08 23:17:22] [KAMERA] [CIZIK] Confidence: %43.99
[2026-04-08 23:17:26] [KAMERA] [HASARLI] Confidence: %40.24
[2026-04-08 23:17:26] [KAMERA] [CIZIK] Confidence: %38.69
[2026-04-08 23:17:27] [KAMERA] [HASARLI] Confidence: %35.66
[2026-04-08 23:17:27] [KAMERA] [CIZIK] Confidence: %35.01
[2026-04-08 23:17:27] [KAMERA] [HASARLI] Confidence: %37.43
[2026-04-08 23:17:27] [KAMERA] [CIZIK] Confidence: %35.22
[2026-04-08 23:17:28] [KAMERA] [HASARLI] Confidence: %36.67
[2026-04-08 23:17:28] [KAMERA] [CIZIK] Confidence: %38.95
[2026-04-08 23:17:29] [KAMERA] [KIRLI] Confidence: %35.60
[2026-04-08 23:17:31] [KAMERA] [HASARLI] Confidence: %37.92
[2026-04-08 23:17:32] [KAMERA] [CIZIK] Confidence: %49.57
[2026-04-08 23:17:32] [KAMERA] [HASARLI] Confidence: %36.83
[2026-04-08 23:17:35] [KAMERA] [CIZIK] Confidence: %37.83
[2026-04-08 23:17:37] [KAMERA] [HASARLI] Confidence: %37.40
[2026-04-08 23:17:37] [KAMERA] [NORMAL] Confidence: %38.76
[2026-04-08 23:17:37] [KAMERA] [CIZIK] Confidence: %36.83
[2026-04-08 23:17:38] [KAMERA] [HASARLI] Confidence: %38.19
[2026-04-08 23:17:38] [KAMERA] [CIZIK] Confidence: %38.75
[2026-04-08 23:17:47] [KAMERA] [NORMAL] Confidence: %48.24
[2026-04-08 23:17:48] [KAMERA] [HASARLI] Confidence: %39.48
[2026-04-08 23:17:48] [KAMERA] [CIZIK] Confidence: %40.19
[2026-04-08 23:17:52] [KAMERA] [HASARLI] Confidence: %38.38
[2026-04-08 23:17:53] [KAMERA] [CIZIK] Confidence: %37.24
[2026-04-08 23:17:55] [KAMERA] [HASARLI] Confidence: %37.89
[2026-04-08 23:17:55] [KAMERA] [CIZIK] Confidence: %35.48
[2026-04-08 23:17:55] [KAMERA] [HASARLI] Confidence: %35.60
[2026-04-08 23:17:55] [KAMERA] [CIZIK] Confidence: %36.64
[2026-04-08 23:17:57] [KAMERA] [KIRLI] Confidence: %35.03
[2026-04-08 23:17:57] [KAMERA] [CIZIK] Confidence: %35.09
[2026-04-08 23:17:59] [KAMERA] [HASARLI] Confidence: %36.94
[2026-04-08 23:17:59] [KAMERA] [CIZIK] Confidence: %42.73
[2026-04-08 23:18:09] [KAMERA] [HASARLI] Confidence: %35.01
[2026-04-08 23:18:09] [KAMERA] [CIZIK] Confidence: %48.60
[2026-04-08 23:18:10] [KAMERA] [HASARLI] Confidence: %36.69
[2026-04-08 23:18:10] [KAMERA] [CIZIK] Confidence: %41.75
[2026-04-08 23:18:11] [KAMERA] [NORMAL] Confidence: %39.03
[2026-04-08 23:18:11] [KAMERA] [HASARLI] Confidence: %35.25
[2026-04-08 23:18:11] [KAMERA] [CIZIK] Confidence: %36.85
[2026-04-08 23:18:14] [KAMERA] [HASARLI] Confidence: %37.78
[2026-04-08 23:18:15] [KAMERA] [CIZIK] Confidence: %38.45
[2026-04-08 23:18:15] [KAMERA] [HASARLI] Confidence: %35.14
[2026-04-08 23:18:15] [KAMERA] [CIZIK] Confidence: %36.12
[2026-04-08 23:18:18] [KAMERA] [HASARLI] Confidence: %37.87
[2026-04-08 23:18:20] [KAMERA] [CIZIK] Confidence: %38.12
[2026-04-08 23:18:21] [KAMERA] [HASARLI] Confidence: %36.14
[2026-04-08 23:18:29] [KAMERA] [CIZIK] Confidence: %36.03
[2026-04-08 23:18:29] [KAMERA] [HASARLI] Confidence: %35.30
[2026-04-08 23:18:30] [KAMERA] [CIZIK] Confidence: %37.48
